date;day_after_release;ST;ring;range;linear _distance;ang_geo;ang_cart;marked/unmarked;sex;note
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;1;F;
27/08/2009;3;1;A;0-50;0;NA;NA;0;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;1;F;
28/08/2009;4;1;A;0-50;0;NA;NA;0;F;
28/08/2009;4;1;A;0-50;0;NA;NA;0;F;
28/08/2009;4;1;A;0-50;0;NA;NA;0;F;
28/08/2009;4;1;A;0-50;0;NA;NA;0;F;
28/08/2009;4;1;A;0-50;0;NA;NA;0;F;
29/08/2009;5;1;A;0-50;0;NA;NA;1;F;
29/08/2009;5;1;A;0-50;0;NA;NA;1;F;
29/08/2009;5;1;A;0-50;0;NA;NA;1;F;
29/08/2009;5;1;A;0-50;0;NA;NA;1;F;
29/08/2009;5;1;A;0-50;0;NA;NA;1;F;
29/08/2009;5;1;A;0-50;0;NA;NA;1;F;
29/08/2009;5;1;A;0-50;0;NA;NA;1;F;
29/08/2009;5;1;A;0-50;0;NA;NA;1;F;
29/08/2009;5;1;A;0-50;0;NA;NA;1;F;
29/08/2009;5;1;A;0-50;0;NA;NA;1;F;
29/08/2009;5;1;A;0-50;0;NA;NA;1;F;
29/08/2009;5;1;A;0-50;0;NA;NA;1;F;
29/08/2009;5;1;A;0-50;0;NA;NA;1;F;
29/08/2009;5;1;A;0-50;0;NA;NA;0;F;
29/08/2009;5;1;A;0-50;0;NA;NA;0;F;
30/08/2009;6;1;A;0-50;0;NA;NA;1;F;
30/08/2009;6;1;A;0-50;0;NA;NA;1;F;
30/08/2009;6;1;A;0-50;0;NA;NA;1;F;
30/08/2009;6;1;A;0-50;0;NA;NA;1;F;
30/08/2009;6;1;A;0-50;0;NA;NA;1;F;
30/08/2009;6;1;A;0-50;0;NA;NA;0;F;
30/08/2009;6;1;A;0-50;0;NA;NA;0;F;
04/09/2009;07-nov;1;A;0-50;0;NA;NA;1;F;
04/09/2009;07-nov;1;A;0-50;0;NA;NA;0;F;
04/09/2009;07-nov;1;A;0-50;0;NA;NA;0;F;
04/09/2009;07-nov;1;A;0-50;0;NA;NA;0;F;
04/09/2009;07-nov;1;A;0-50;0;NA;NA;0;F;
04/09/2009;07-nov;1;A;0-50;0;NA;NA;0;F;
04/09/2009;07-nov;1;A;0-50;0;NA;NA;0;F;
04/09/2009;07-nov;1;A;0-50;0;NA;NA;0;F;
04/09/2009;07-nov;1;A;0-50;0;NA;NA;0;F;
04/09/2009;07-nov;1;A;0-50;0;NA;NA;0;F;
04/09/2009;07-nov;1;A;0-50;0;NA;NA;0;F;
04/09/2009;07-nov;1;A;0-50;0;NA;NA;0;F;
04/09/2009;07-nov;1;A;0-50;0;NA;NA;0;F;
04/09/2009;07-nov;1;A;0-50;0;NA;NA;0;F;
04/09/2009;07-nov;1;A;0-50;0;NA;NA;0;F;
04/09/2009;07-nov;1;A;0-50;0;NA;NA;0;F;
09/09/2009;dic-16;1;A;0-50;0;NA;NA;1;F;
09/09/2009;dic-16;1;A;0-50;0;NA;NA;0;F;
09/09/2009;dic-16;1;A;0-50;0;NA;NA;0;F;
09/09/2009;dic-16;1;A;0-50;0;NA;NA;0;F;
09/09/2009;dic-16;1;A;0-50;0;NA;NA;0;F;
09/09/2009;dic-16;1;A;0-50;0;NA;NA;0;F;
26/08/2009;2;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
26/08/2009;2;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
26/08/2009;2;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
26/08/2009;2;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
26/08/2009;2;2;B;50-100;71.383.732;11.912.165;33.087.835;0;M;
26/08/2009;2;2;B;50-100;71.383.732;11.912.165;33.087.835;0;N/D;
27/08/2009;3;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
27/08/2009;3;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
27/08/2009;3;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
27/08/2009;3;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
27/08/2009;3;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
27/08/2009;3;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
27/08/2009;3;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
28/08/2009;4;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
28/08/2009;4;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
28/08/2009;4;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
28/08/2009;4;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
28/08/2009;4;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
28/08/2009;4;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
28/08/2009;4;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
28/08/2009;4;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
28/08/2009;4;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
28/08/2009;4;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
28/08/2009;4;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
28/08/2009;4;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
28/08/2009;4;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
29/08/2009;5;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
29/08/2009;5;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
29/08/2009;5;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
29/08/2009;5;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
29/08/2009;5;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
29/08/2009;5;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
29/08/2009;5;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
29/08/2009;5;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
29/08/2009;5;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
29/08/2009;5;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
29/08/2009;5;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
29/08/2009;5;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
29/08/2009;5;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
29/08/2009;5;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
30/08/2009;6;2;B;50-100;71.383.732;11.912.165;33.087.835;1;F;
30/08/2009;6;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
30/08/2009;6;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
30/08/2009;6;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
30/08/2009;6;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
04/09/2009;07-nov;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;manomessa
04/09/2009;07-nov;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;manomessa
04/09/2009;07-nov;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;manomessa
04/09/2009;07-nov;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;manomessa
04/09/2009;07-nov;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;manomessa
04/09/2009;07-nov;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;manomessa
04/09/2009;07-nov;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;manomessa
04/09/2009;07-nov;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;manomessa
04/09/2009;07-nov;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;manomessa
04/09/2009;07-nov;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;manomessa
04/09/2009;07-nov;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;manomessa
04/09/2009;07-nov;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;manomessa
04/09/2009;07-nov;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;manomessa
04/09/2009;07-nov;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;manomessa
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;F;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;M;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;M;
09/09/2009;dic-16;2;B;50-100;71.383.732;11.912.165;33.087.835;0;M;
26/08/2009;2;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
26/08/2009;2;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
26/08/2009;2;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
27/08/2009;3;3;C;100-150;12.668.797;175.876.361;274.123.639;1;F;
27/08/2009;3;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
27/08/2009;3;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
27/08/2009;3;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
27/08/2009;3;3;C;100-150;12.668.797;175.876.361;274.123.639;0;N/D;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;1;F;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;1;F;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;1;F;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;1;F;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;1;F;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
28/08/2009;4;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
29/08/2009;5;3;C;100-150;12.668.797;175.876.361;274.123.639;1;F;
29/08/2009;5;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
29/08/2009;5;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
29/08/2009;5;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
29/08/2009;5;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
29/08/2009;5;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
29/08/2009;5;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
29/08/2009;5;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
29/08/2009;5;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
29/08/2009;5;3;C;100-150;12.668.797;175.876.361;274.123.639;0;M;
30/08/2009;6;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
30/08/2009;6;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
30/08/2009;6;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
30/08/2009;6;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
04/09/2009;07-nov;3;C;100-150;12.668.797;175.876.361;274.123.639;1;F;
04/09/2009;07-nov;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
04/09/2009;07-nov;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
04/09/2009;07-nov;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
04/09/2009;07-nov;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
04/09/2009;07-nov;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
04/09/2009;07-nov;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
04/09/2009;07-nov;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
04/09/2009;07-nov;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
04/09/2009;07-nov;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
04/09/2009;07-nov;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
04/09/2009;07-nov;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
04/09/2009;07-nov;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
04/09/2009;07-nov;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
04/09/2009;07-nov;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
04/09/2009;07-nov;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
04/09/2009;07-nov;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
04/09/2009;07-nov;3;C;100-150;12.668.797;175.876.361;274.123.639;0;M;
09/09/2009;dic-16;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
09/09/2009;dic-16;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
09/09/2009;dic-16;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
09/09/2009;dic-16;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
09/09/2009;dic-16;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
09/09/2009;dic-16;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
09/09/2009;dic-16;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
09/09/2009;dic-16;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
09/09/2009;dic-16;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
09/09/2009;dic-16;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
09/09/2009;dic-16;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
09/09/2009;dic-16;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
09/09/2009;dic-16;3;C;100-150;12.668.797;175.876.361;274.123.639;0;F;
09/09/2009;dic-16;3;C;100-150;12.668.797;175.876.361;274.123.639;0;N/D;
26/08/2009;2;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
26/08/2009;2;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
26/08/2009;2;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
26/08/2009;2;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
26/08/2009;2;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
26/08/2009;2;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
26/08/2009;2;4;E;200-250;218.174.514;149.198.381;300.801.619;0;M;
26/08/2009;2;4;E;200-250;218.174.514;149.198.381;300.801.619;0;M;
27/08/2009;3;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
27/08/2009;3;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
27/08/2009;3;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
27/08/2009;3;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
27/08/2009;3;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
27/08/2009;3;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
27/08/2009;3;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
27/08/2009;3;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
27/08/2009;3;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
27/08/2009;3;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
27/08/2009;3;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
28/08/2009;4;4;E;200-250;218.174.514;149.198.381;300.801.619;1;F;
28/08/2009;4;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
28/08/2009;4;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
28/08/2009;4;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
28/08/2009;4;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
28/08/2009;4;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
28/08/2009;4;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
28/08/2009;4;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
28/08/2009;4;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
28/08/2009;4;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
28/08/2009;4;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
28/08/2009;4;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
28/08/2009;4;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
28/08/2009;4;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
28/08/2009;4;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
28/08/2009;4;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
28/08/2009;4;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;M;
29/08/2009;5;4;E;200-250;218.174.514;149.198.381;300.801.619;0;M;
30/08/2009;6;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
30/08/2009;6;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
30/08/2009;6;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
30/08/2009;6;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
30/08/2009;6;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
30/08/2009;6;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
30/08/2009;6;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
04/09/2009;07-nov;4;E;200-250;218.174.514;149.198.381;300.801.619;0;F;
