date;day_after_release;ST;ring;range;linear _distance;ang_geo;ang_cart;marked/unmarked;sex;note
30/08/2009;6;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
30/08/2009;6;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
30/08/2009;6;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;N/D;
04/09/2009;07-nov;12;F;250-300;28.977.087;142.989.715;307.010.285;0;N/D;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;F;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
09/09/2009;dic-16;12;F;250-300;28.977.087;142.989.715;307.010.285;0;M;
28/08/2009;4;13;G;300-350;327.767.978;133.572.198;316.427.802;0;F;
28/08/2009;4;13;G;300-350;327.767.978;133.572.198;316.427.802;0;F;
29/08/2009;5;13;G;300-350;327.767.978;133.572.198;316.427.802;0;F;
30/08/2009;6;13;G;300-350;327.767.978;133.572.198;316.427.802;0;F;
30/08/2009;6;13;G;300-350;327.767.978;133.572.198;316.427.802;0;F;
04/09/2009;07-nov;13;G;300-350;327.767.978;133.572.198;316.427.802;0;F;
04/09/2009;07-nov;13;G;300-350;327.767.978;133.572.198;316.427.802;0;F;
04/09/2009;07-nov;13;G;300-350;327.767.978;133.572.198;316.427.802;0;M;
09/09/2009;dic-16;13;G;300-350;327.767.978;133.572.198;316.427.802;0;F;
09/09/2009;dic-16;13;G;300-350;327.767.978;133.572.198;316.427.802;0;F;
09/09/2009;dic-16;13;G;300-350;327.767.978;133.572.198;316.427.802;0;F;
09/09/2009;dic-16;13;G;300-350;327.767.978;133.572.198;316.427.802;0;F;
09/09/2009;dic-16;13;G;300-350;327.767.978;133.572.198;316.427.802;0;F;
09/09/2009;dic-16;13;G;300-350;327.767.978;133.572.198;316.427.802;0;M;
26/08/2009;2;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
26/08/2009;2;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
26/08/2009;2;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
26/08/2009;2;14;H;350-400;371.063.409;108.812.885;341.187.115;0;M;
27/08/2009;3;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
27/08/2009;3;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
27/08/2009;3;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
28/08/2009;4;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
28/08/2009;4;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
28/08/2009;4;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
28/08/2009;4;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
28/08/2009;4;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
28/08/2009;4;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
29/08/2009;5;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
29/08/2009;5;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
29/08/2009;5;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
29/08/2009;5;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
29/08/2009;5;14;H;350-400;371.063.409;108.812.885;341.187.115;0;M;
30/08/2009;6;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
30/08/2009;6;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
04/09/2009;07-nov;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
04/09/2009;07-nov;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
04/09/2009;07-nov;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
04/09/2009;07-nov;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
04/09/2009;07-nov;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
04/09/2009;07-nov;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
09/09/2009;dic-16;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
09/09/2009;dic-16;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
09/09/2009;dic-16;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
09/09/2009;dic-16;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
09/09/2009;dic-16;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
09/09/2009;dic-16;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
09/09/2009;dic-16;14;H;350-400;371.063.409;108.812.885;341.187.115;0;F;
26/08/2009;2;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
26/08/2009;2;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
26/08/2009;2;15;I;400-450;422.048.614;117.682.224;332.317.776;0;N/D;
28/08/2009;4;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
28/08/2009;4;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
28/08/2009;4;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
28/08/2009;4;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
29/08/2009;5;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
29/08/2009;5;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
30/08/2009;6;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
04/09/2009;07-nov;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
04/09/2009;07-nov;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
04/09/2009;07-nov;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
04/09/2009;07-nov;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
04/09/2009;07-nov;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
04/09/2009;07-nov;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
04/09/2009;07-nov;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
04/09/2009;07-nov;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
04/09/2009;07-nov;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
04/09/2009;07-nov;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
09/09/2009;dic-16;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
09/09/2009;dic-16;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
09/09/2009;dic-16;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
09/09/2009;dic-16;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
09/09/2009;dic-16;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
09/09/2009;dic-16;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
09/09/2009;dic-16;15;I;400-450;422.048.614;117.682.224;332.317.776;0;F;
09/09/2009;dic-16;15;I;400-450;422.048.614;117.682.224;332.317.776;0;M;
26/08/2009;2;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
27/08/2009;3;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
27/08/2009;3;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
28/08/2009;4;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
28/08/2009;4;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
28/08/2009;4;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
28/08/2009;4;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
28/08/2009;4;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
29/08/2009;5;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
29/08/2009;5;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
29/08/2009;5;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
30/08/2009;6;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
30/08/2009;6;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
30/08/2009;6;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
04/09/2009;07-nov;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
04/09/2009;07-nov;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
04/09/2009;07-nov;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
04/09/2009;07-nov;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
04/09/2009;07-nov;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
04/09/2009;07-nov;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
04/09/2009;07-nov;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
09/09/2009;dic-16;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
09/09/2009;dic-16;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
09/09/2009;dic-16;16;C;100-150;121.392.252;317.584.074;132.415.926;0;F;
26/08/2009;2;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
26/08/2009;2;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
27/08/2009;3;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
27/08/2009;3;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
27/08/2009;3;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
27/08/2009;3;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
27/08/2009;3;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
27/08/2009;3;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
28/08/2009;4;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
28/08/2009;4;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
28/08/2009;4;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
28/08/2009;4;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
28/08/2009;4;17;F;250-300;286.503.368;5.274.999;84.725.001;1;F;
29/08/2009;5;17;F;250-300;286.503.368;5.274.999;84.725.001;1;F;
29/08/2009;5;17;F;250-300;286.503.368;5.274.999;84.725.001;1;F;
29/08/2009;5;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
29/08/2009;5;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
29/08/2009;5;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
29/08/2009;5;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
29/08/2009;5;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
29/08/2009;5;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
30/08/2009;6;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
30/08/2009;6;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
30/08/2009;6;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
30/08/2009;6;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
30/08/2009;6;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
30/08/2009;6;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
30/08/2009;6;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
30/08/2009;6;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
30/08/2009;6;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
30/08/2009;6;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
30/08/2009;6;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
30/08/2009;6;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
30/08/2009;6;17;F;250-300;286.503.368;5.274.999;84.725.001;0;M;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;F;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;M;
04/09/2009;07-nov;17;F;250-300;286.503.368;5.274.999;84.725.001;0;M;
26/08/2009;2;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
26/08/2009;2;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
26/08/2009;2;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
26/08/2009;2;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
26/08/2009;2;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
26/08/2009;2;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
27/08/2009;3;18;D;150-200;193.816.723;282.612.175;167.387.825;1;F;
27/08/2009;3;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
27/08/2009;3;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
27/08/2009;3;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
28/08/2009;4;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
28/08/2009;4;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
28/08/2009;4;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
28/08/2009;4;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
28/08/2009;4;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
28/08/2009;4;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
28/08/2009;4;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
29/08/2009;5;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
30/08/2009;6;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
30/08/2009;6;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
30/08/2009;6;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
30/08/2009;6;18;D;150-200;193.816.723;282.612.175;167.387.825;0;F;
